Título atribuído	Outras remetências de título:	Categorias	Material original	Ano	País	Cidade	Estado	Sinopse	Termos descritores	Descritores secundários	Termos geográficos	Produção	Conteúdo examinado	Fontes utilizadas:	Fontes consultadas:	Observações:
CINE JORNAL BRASILEIRO. V.1, N.037		Cinejornal / Sonoro / Não ficção	35mm, BP, 210m, 24q	1939	BR	Rio de Janeiro	DF	A Visita da Missão Militar Norte-Americana. Militares perfilados e junto a motocicletas. Desfile de autoridades em carro aberto. Atletas fazendo diversas demonstrações. Fachada dos prédios com a inscrição F.P.A. e F.M.C.G. Um oficial embarca em avião da Pan-American. "Cascata das Antas - M.Gerais: A luz e força da cidade de Poços de Caldas é gerada por essa cachoeira." Rochedos e pequena cachoeira.	Diplomacia - US; Exército; Energia; Ensino	Escola de Educação Física do Exército; Navio; Avião; PanAmerican; Missão Militar Norte-Americana; Ginástica; Usina Hidrelétrica; Usina Independência; Aeroporto Santos Dumont; Centro de Preparação de Oficiais da Reserva do Distrito Federal; Região Militar, 1	Rio de Janeiro - DF; Poços de Caldas - MG; Cascata das Antas, Poços de Caldas - MG; Pará de Minas - MG	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CB/FI		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.038		Cinejornal / Sonoro / Não ficção	35mm, BP, 180m, 24q	1939	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): Departamento de Propaganda e Difusao Cultural	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.039	CINE JORNAL BRASILEIRO. 1-39	Cinejornal / Sonoro / Não ficção	35mm, BP, 180m, 24q	1939	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.040		Cinejornal / Sonoro / Não ficção	35mm, BP, 160m, 24q	1939	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.041		Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 245m, 24q	1939	BR	Rio de Janeiro	DF	"Pedra Fundamental - Rio: Para o futuro edifício da alfândega do Distrito Federal." "Serviço Nacional do Teatro - Rio: Uma cena da peça histórica 'Carlota Joaquina' do escritor R. Magalhães Jr."	Obra pública; Economia; Teatro; Marinha; Ensino; Praia; Aviação; Monumento; Indústria; Embarcação	Alfândega do Rio de Janeiro - Serviço de Inspetoria; Serviço Nacional do Teatro; Companhia Jaime Costa; Carlota Joaquina - peça teatral; Escola Naval; Monumento Almirante Barroso, Rio de Janeiro - DF; Missão Naval Norte-americana; Diplomacia - US; Escola de Aviação Naval; Base de Aviação Naval; Base de Combustíveis Líquidos; Marajó - embarcação	Rio de Janeiro - DF; Ilha de Santa Bárbara; Avenida Rodrigues Alves, Rio de Janeiro - DF; Praia do Russel, Rio de Janeiro - DF; Ilha do Governador, Rio de Janeiro - DF; Ponta do Matoso, Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/I		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.042		Cinejornal / Sonoro / Não ficção	35mm, BP, 230m, 24q	1939	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.043 - EDIÇÃO ESPECIAL	ALVORADA TROPICAL	Cinejornal / Sonoro / Não ficção	35mm, BP, 165m, 24q	1939	BR	Rio de Janeiro	DF	"Alvorada Tropical."				Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.044	CINE JORNAL BRASILEIRO. 1x44	Cinejornal / Sonoro / Não ficção	35mm, BP, 220m, 24q	1939	BR	Rio de Janeiro	DF	"O Presidente Eleito do Paraguai - Rio: É recebido pelo presidente Getulio Vargas no aeroporto 'Santos Dumont' o general Jose Felix Estigarribia." "Visita Protocolar - Rio: O general Estigarribia no Palacio do Catete."	Diplomacia - PY; Funcionalismo público; Concurso; Obra pública; Previdência Social; Assistência Social	Aeroporto Santos Dumont; Palacio do Catete; Instituto de Resseguros do Brasil; Instituto de Aposentadoria e Pensões dos Marítimos; Instituto Osvaldo Cruz; Associação Comercial, Rio de Janeiro - DF; Abrigo do Cristo Redentor	Manguinhos, Rio de Janeiro - DF; Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/I		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.045	O ROUBO DA ALFANDEGA	Cinejornal / Sonoro / Não ficção	35mm, BP, 240m, 24q	1939	BR	Rio de Janeiro	DF	"O Roubo da alfandega - Rio: Reportagem cinematografica sobre os trabalhos da Polícia Civil do Distrito Federal para a descoberta dos criminosos que, em maio de 1939, assaltaram o cofre da alfandega do Rio de Janeiro de onde subtrairam 811 contos de réis." "O assalto é reconstituido por um funcionario da Chefatura de Polícia do Distrito Federal."	Roubo	Alfândega do Rio de Janeiro	Rio de Janeiro - DF; Polícia Civil do Distrito Federal	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/II		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.046		Cinejornal / Sonoro / Não ficção	35mm, BP, 281m, 24q	1939	BR	Rio de Janeiro	DF	"Jardim Zoológico - Rio: Uma visita do Chefe do Governo ao popular parque." "Em Santa Cruz - Rio: O presidente Getulio Vargas visita as obras da Escola Nacional de Agronomia."	Jardim Zoológico; Ensino; Agricultura; Obra Pública; Saneamento; Ciclismo; Urbanismo; Efeméride; Aviação; Exposição; Animal; Assistência Social	Jardim Zoológico do Rio de Janeiro; Escola Nacional de Agronomia; Volta do Distrito Federal, 4; Revolução Francesa; FR; Agropecuária; Exposição de animais, 8, Rio de Janeiro; Casa do Pequeno Jornaleiro; Fundação Darcy Vargas	Rua 13 de Maio, Rio de Janeiro - DF; Rio de Janeiro - DF; Santa Cruz - RJ; Baixada Fluminense - RJ	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/I		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.047		Cinejornal / Sonoro / Não ficção	35mm, BP, 270m, 24q	1939	BR	Rio de Janeiro	DF	"Em M.Gerais e São Paulo. O Chefe do Governo visita estabelecimentos militares." Chegada de Vargas no aeroporto e recepção popular pelas ruas. "Passagem por Cristina - Minas Gerais." Vargas e autoridades saem do Club Recreativo Christinense.	Governo Federal; Efeméride; Igreja Católica	Campo de aviação de São Lourenço; Exército; Marinha; Aeronáutica; Clube Recreativo Cristinense; Batalhão de Pontoneiros, 1; Indústria; Armamento; Usina hidrelétrica; Usina Eletrotécnica de Bicas do Meio; Fábrica de Pólvora e Explosivos do Exército; Monumento Marechal Mallet - Piquete, SP; Agropecuária; Cavalo; Hipódromo Itamarati; Dia do Cavalo; Regimento de Cavalaria Divisionaria, 1; Hipismo	São Lourenço - MG; Cristina - MG; Itajubá - MG; Bicas do Meio - MG; Piquete - SP	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CB/FI		Realizado inteiramente na <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.048	CINE JORNAL BRASILEIRO. N.048	Cinejornal / Sonoro / Não ficção	35mm, BP, 280m, 24q	1939	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.049		Cinejornal / Sonoro / Não ficção	35mm, BP, 170m, 24q	1939	BR	Rio de Janeiro	DF	"Diplomacia - Rio: O novo ministro da Hungria entrega suas credenciais." Recepção de Vargas ao embaixador, com troca de documentos. Banda militar e soldados em formação. "Natação - Rio: Realizam-se as provas finais do 'II Concurso de Inverno'." Competição de nadadores e nadadoras; entrega de medalha a um competidor.	Diplomacia - HU; Natação; Arte marcial; Visita estrangeira - JP; Ensino; Ginástica; Obra Pública	Palácio do Catete; Concurso de Inverno, 2, Rio de Janeiro; Clube de Regatas Flamengo; Liga de Natação do Rio de Janeiro; Campeonato Sul-americano de Guaiaquil; Jiu-jitsu; Exército; Marinha; Liga de Esportes da Marinha; Estádio do Fluminense FC; Escola Nacional de Educação Física; Escola de Educação Física do Exército	Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CB/FI		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.050		Cinejornal / Sonoro / Não ficção	35mm, BP, 193m, 24q	1939	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.051		Cinejornal / Sonoro / Não ficção	35mm, BP, 223m, 24q	1939	BR	Rio de Janeiro	DF	"Em Visita ao Brasil - Rio: Chegam a esta capital os diretores de 'Aero Digest' e 'Revista Aérea'." "No aeródromo de Manguinhos - Rio: São entregues mais 14 aviões para a aviação Civil."	Imprensa; Visita estrangeira - US; Aviação; Efeméride; Desfile; Esporte; Literatura; US; Guerra Mundial, 2; Futebol	Aero Digest; Revista Aérea; Aeroporto de Manguinhos; Botafogo FR; Biblioteca Nacional; Exposição de livros norte-americanos; Exército; Aeronáutica; Defesa Passiva anti-aérea; Campeonato Carioca de Futebol, 1939; Fluminense FC	Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/II		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.052		Cinejornal / Sonoro / Não ficção	35mm, BP, 225m, 24q	1939	BR	Rio de Janeiro	DF	"Na Ilha de Marambaia - D.F.: a Sra. Darcy Vargas prossegue na sua obra de proteção aos desamparados." "Alegria para os detentos - Rio: O clube alvi-Negro promove uma visita e faz donativos aos presidiarios."	Assistência Social; Presídio; Filantropia; Alimentação; Ensino; Museu; Igreja Católica	Escola de Pesca Darcy Vargas; Pesca; Embarcação; Casa de Correção, Rio de Janeiro - DF; Botafogo F.R.; Exército; Batalhão de Guardas; Museu Nacional de Belas Artes; Pintura; Américo, Pedro; Igreja da Glória, Rio de Janeiro - DF	Ilha de Marambaia - RJ; Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/II		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.053		Cinejornal / Sonoro / Não ficção	35mm, BP, 264m, 24q	1939	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.054		Cinejornal / Sonoro / Não ficção	35mm, BP, 232m, 24q	1939	BR	Rio de Janeiro	DF	"Comemorações da Semana da Pátria - Rio: Desfile da Juventude Brasileira."	Sete de setembro	Movimento estudantil; Escotismo; Exército; Marinha; Aeronáutica	Avenida Rio Branco, Rio de Janeiro - DF; Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/II		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.055		Cinejornal / Sonoro / Não ficção	35mm, BP, 220m, 24q	1939	BR	Rio de Janeiro	DF	"Aeronáutica do Exército - Rio: Homenagem da aviação a Diretoria de Saneamento da Baixada Fluminense." "O Chefe do Governo em visita a São Paulo."	Exército; Aeronáutica; Governo Federal; Obra Pública; Hospital; Engenharia; Banco; Cinema; Sete de setembro	Campo dos Afonsos; Diretoria de Saneamento da Baixada Fluminense; Copacabana Palace Hotel; Palácio dos Campos Elíseos; Aeroporto de Congonhas; Hospital para Tuberculosos, São Paulo - SP; Hospital Dona Leonor Mendes de Barros; Ponte das Bandeiras, São Paulo - SP; Caixa Econômica Federal; Hotel Glória; RKO; Obelisco, Rio de Janeiro - DF	Baixada Fluminense - RJ; Santa Cruz - RJ; Rio de Janeiro - DF; Mandaqui, São Paulo - SP; Praça da Sé, São Paulo - SP; São Paulo - SP; Rio Tietê - SP	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/II		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.056	CINE JORNAL BRASILEIRO. N.156	Cinejornal / Sonoro / Não ficção	35mm, BP, 335m, 24q	1939	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.057		Cinejornal / Sonoro / Não ficção	35mm, BP, 6min, 180m, 24q	1939	BR	Rio de Janeiro	DF	"Delegação Naval argentina - Rio: O Chefe do Governo visita o cruzador 'Moreno'." "Navios para a esquadra brasileira - Rio: Batismo e incorporação de novas unidades."	Visita estrangeira - AR; Marinha; Embarcação; Indústria	Moreno - embarcação; Delegaçao Naval Argentina; Carioca - embarcação; Cananéia - embarcação; Camaquã - embacação; Cabedelo - embarcação; Caravelas - embarcação	Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/II		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.058		Cinejornal / Sonoro / Não ficção	35mm, BP, 280m, 24q	1939	BR	Rio de Janeiro	DF	"No Campo de São Cristóvao - Rio: a Diretoria de Remonta do Exército realiza um concurso hípico." "Na Escola Militar - Realengo (D.F.): Os cadetes argentinos despedem-se de seus colegas brasileiros."	Exército; Hipismo; Visita estrangeira - AR; Marinha	Campo de São Cristóvão; Diretoria de Remonta e Veterinária; Escola Militar do Realengo; JP; US	Realengo, Rio de Janeiro - DF; Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/II		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.059		Cinejornal / Sonoro / Não ficção	35mm, BP, 6min, 170m, 24q	1939	BR	Rio de Janeiro	DF	"Ressurge a Marinha Brasileira - Rio: É presidida pelo Chefe da Nação a cerimônia de incorporação e batismo de novas unidades navais." "Os navios mineiros 'Carioca' e 'Cananéia' são incorporados a Esquadra."	Marinha; Embarcação	Arsenal da Marinha; Cananéia - embarcação; Carioca - embarcação; Caravelas - embarcação; Cabedelo - embarcação; Camaquã - embarcação; Camocim - embarcação	Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CENS/I		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.060		Cinejornal / Sonoro / Não ficção	35mm, BP, 7min, 200m, 24q	1939	BR	Rio de Janeiro	DF	"Dia do Radio - Rio: Estações emissoras, jornalistas e cronistas de rádio, são homenageados pelo D.N.P." Banquete, discursos, aplausos. "Ciclismo - Rio: Os concorrentes gaúchos vencem o 'Circuito do Distrito Federal'." Início da corrida, pista de chegada, cumprimentos ao vencedor.	Efeméride; Rádio; Ciclismo; Exército; Embarcação; Automobilismo; Criança; Justiça	Dia do Rádio; Imprensa; Departamento Nacional de Propaganda; Circuito do Distrito Federal, 5; RS; Siqueira Campos - embarcação; Circuito de São Cristovão; Palácio da Justiça, Rio de Janeiro - DF; Ministério da Justiça, Rio de Janeiro - DF; Tribunal de Apelação, Rio de Janeiro - DF	Cais do Porto, Rio de Janeiro - DF; São Cristovão, Rio de Janeiro - DF; Rio de Janeiro - DF	Companhia(s) produtora(s): Departamento de Propaganda e Difusão Cultural	S	Material examinado CB/FI		Realizado inteiramente pela <Cinédia> S.A. Produzido pelo <Departamento Nacional de Propaganda>, segundo o material consultado e Cinédia/Arquivo.
